energy_consumption,time,energy_consumption_diff
118564.286,2023-04-28 06:52:26.096,0.6229999999923166
118564.894,2023-04-28 07:12:29.335,0.6080000000074506
118565.484,2023-04-28 07:32:32.720,0.5899999999965075
118566.138,2023-04-28 07:52:34.409,0.6540000000095461
118566.725,2023-04-28 08:12:39.291,0.5869999999995343
118567.341,2023-04-28 08:32:41.359,0.6159999999945285
118567.894,2023-04-28 08:52:43.713,0.5529999999998836
118568.476,2023-04-28 09:12:58.701,0.5819999999948777
118569.093,2023-04-28 09:32:48.467,0.6169999999983702
118569.788,2023-04-28 09:52:52.412,0.6950000000069849
118570.36,2023-04-28 10:13:05.238,0.5720000000001164
118571.045,2023-04-28 10:32:59.915,0.6849999999976717
118571.648,2023-04-28 10:53:03.594,0.603000000002794
118572.243,2023-04-28 11:13:06.829,0.5950000000011642
118572.832,2023-04-28 11:33:09.501,0.5889999999926658
118573.405,2023-04-28 11:53:12.897,0.5730000000039581
118575.309,2023-04-28 12:53:20.253,1.9039999999949941
118575.881,2023-04-28 13:13:25.548,0.5720000000001164
118576.508,2023-04-28 13:33:28.974,0.6270000000076834
118577.084,2023-04-28 13:53:31.715,0.5760000000009313
118577.667,2023-04-28 14:13:33.871,0.5829999999987194
118578.323,2023-04-28 14:33:47.268,0.6560000000026776
118578.913,2023-04-28 14:53:39.414,0.5899999999965075
118579.484,2023-04-28 15:13:42.854,0.5709999999962747
118580.192,2023-04-28 15:33:47.281,0.7079999999987194
118580.774,2023-04-28 15:54:02.136,0.5820000000094296
118581.304,2023-04-28 16:13:54.224,0.5299999999988358
118581.818,2023-04-28 16:33:55.545,0.5139999999955762
118582.436,2023-04-28 16:53:57.770,0.6180000000022119
118582.973,2023-04-28 17:13:58.848,0.536999999996624
118583.561,2023-04-28 17:34:02.409,0.588000000003376
118584.035,2023-04-28 17:54:04.977,0.47400000000197906
118584.536,2023-04-28 18:14:08.084,0.5009999999892898
118585.04,2023-04-28 18:34:21.828,0.5040000000008149
118585.586,2023-04-28 18:54:15.776,0.5460000000020955
118585.744,2023-04-28 19:14:20.476,0.15800000001036096
118585.744,2023-04-28 19:34:22.211,0.0
118585.744,2023-04-28 19:54:25.345,0.0
118585.744,2023-04-28 20:14:29.152,0.0
118585.744,2023-04-28 20:34:31.767,0.0
118585.744,2023-04-28 20:54:34.923,0.0
118585.744,2023-04-28 21:14:35.606,0.0
118585.744,2023-04-28 21:34:35.839,0.0
118585.744,2023-04-28 21:54:37.705,0.0
118585.744,2023-04-28 22:14:40.898,0.0
118585.744,2023-04-28 22:34:44.998,0.0
118585.744,2023-04-28 22:54:46.751,0.0
118585.744,2023-04-28 23:14:52.017,0.0
118585.744,2023-04-28 23:34:55.489,0.0
118585.744,2023-04-28 23:55:10.579,0.0
118585.744,2023-04-29 00:15:01.447,0.0
118585.744,2023-04-29 00:35:03.914,0.0
118585.744,2023-04-29 00:55:08.648,0.0
118585.744,2023-04-29 01:15:13.867,0.0
118585.744,2023-04-29 01:35:16.865,0.0
118585.744,2023-04-29 01:55:19.195,0.0
118585.744,2023-04-29 02:15:20.777,0.0
118585.744,2023-04-29 02:35:33.305,0.0
118585.744,2023-04-29 02:55:27.297,0.0
118585.744,2023-04-29 03:15:30.835,0.0
118585.744,2023-04-29 03:35:35.434,0.0
118585.744,2023-04-29 03:55:36.553,0.0
118585.744,2023-04-29 04:15:38.127,0.0
118585.744,2023-04-29 04:35:39.995,0.0
118585.744,2023-04-29 04:55:43.749,0.0
118585.744,2023-04-29 05:15:46.710,0.0
118585.744,2023-04-29 05:35:49.161,0.0
118585.744,2023-04-29 05:55:50.723,0.0
118585.744,2023-04-29 06:15:53.781,0.0
118585.744,2023-04-29 06:35:55.345,0.0
118585.744,2023-04-29 06:55:59.306,0.0
118585.744,2023-04-29 07:16:01.889,0.0
118585.744,2023-04-29 07:36:05.797,0.0
118585.744,2023-04-29 07:56:07.863,0.0
118585.744,2023-04-29 08:16:12.175,0.0
118585.744,2023-04-29 08:36:14.220,0.0
118585.744,2023-04-29 08:56:18.742,0.0
118585.744,2023-04-29 09:16:21.177,0.0
118585.744,2023-04-29 09:36:23.032,0.0
118585.744,2023-04-29 09:56:35.850,0.0
118585.744,2023-04-29 10:16:27.513,0.0
118585.744,2023-04-29 10:36:29.586,0.0
118585.744,2023-04-29 10:56:31.839,0.0
118585.744,2023-04-29 11:16:33.352,0.0
118585.744,2023-04-29 11:36:37.563,0.0
118585.744,2023-04-29 11:56:41.637,0.0
118585.744,2023-04-29 12:16:54.315,0.0
118585.744,2023-04-29 12:36:45.731,0.0
118585.744,2023-04-29 12:56:48.813,0.0
118585.744,2023-04-29 13:16:50.947,0.0
118585.744,2023-04-29 13:36:55.175,0.0
118585.744,2023-04-29 13:56:58.731,0.0
118585.744,2023-04-29 14:17:01.492,0.0
118585.744,2023-04-29 14:37:04.227,0.0
118585.744,2023-04-29 14:57:08.338,0.0
118585.744,2023-04-29 15:17:12.988,0.0
118585.744,2023-04-29 15:37:16.267,0.0
118585.744,2023-04-29 15:57:17.928,0.0
118585.744,2023-04-29 16:17:19.353,0.0
118585.744,2023-04-29 16:37:23.078,0.0
118585.744,2023-04-29 16:57:25.915,0.0
118585.744,2023-04-29 17:17:39.452,0.0
118585.744,2023-04-29 17:37:31.681,0.0
118585.744,2023-04-29 17:57:46.448,0.0
